,E_POA_kWm2,Panel_POA_kWm2,E_Beam_kWm2,E_Diffuse_kWm2,E_Ground_kWm2,ET_HRad_kWm2,Wind_Speed_ms,Ambient_Temperature_C,Declination_Angle,Solar_Time,Hour_Angle,AOI,Zenith_Angle,Hour_of_Day,Day_of_Year,Week_of_Year,Month_of_Year
26,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.85,-22.930543608307655,2.048899114517818,-149.26651328223272,151.21893506179813,140.9075227859666,2,2,1,1
27,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.99,-22.930543608307655,3.048899114517818,-134.26651328223272,137.41724498363126,133.62594232530705,3,2,1,1
28,0.0,0.0,0.0,0.0,0.0,0.0,6.07,1.13,-22.930543608307655,4.048899114517818,-119.26651328223274,123.70154034083778,125.3374479452191,4,2,1,1
29,0.0,0.0,0.0,0.0,0.0,0.0,6.18,1.26,-22.930543608307655,5.048899114517818,-104.26651328223274,110.15300444530779,116.68353580562781,5,2,1,1
30,0.0,0.0,0.0,0.0,0.0,0.0,6.54,1.48,-22.930543608307655,6.048899114517818,-89.26651328223274,96.87014551114852,108.10593779590518,6,2,1,1
31,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.71,-22.930543608307655,7.048899114517818,-74.26651328223274,83.99977607028073,99.95955598535767,7,2,1,1
32,0.0,0.0,0.0,0.0,0.0,0.01636125744812861,7.26,1.93,-22.930543608307655,8.04889911451782,-59.26651328223271,71.7808882775153,92.57853493565159,8,2,1,1
33,0.0,0.0,0.0,0.0,0.0,0.1532258708786374,7.47,2.67,-22.930543608307655,9.04889911451782,-44.26651328223271,60.62288432222941,86.30775483720691,9,2,1,1
34,0.037012467395303957,0.03671149431526006,0.00504026919956103,0.0313392303507544,0.0006329678449885288,0.24908499740008286,7.68,3.42,-22.930543608307655,10.04889911451782,-29.266513282232705,51.23553102269127,81.50341399020431,10,2,1,1
35,0.1445355179546799,0.14087678123188827,0.08962263277208361,0.05344259130266578,0.0014702938799304969,0.2974059959547248,7.89,4.16,-22.930543608307655,11.04889911451782,-14.266513282232705,44.756359942844526,78.49867515926768,11,2,1,1
36,0.04224276940018506,0.04224276940018506,0.0,0.04142895359948552,0.0008138158006995368,0.2948958703452906,7.89,4.33,-22.930543608307655,12.04889911451782,0.7334867177672955,42.541088402513545,77.537628528341,12,2,1,1
37,0.16229808349977506,0.15795687848963788,0.10342794989862827,0.05720542816882694,0.0016647054323198304,0.24172568148388424,7.89,4.5,-22.930543608307655,13.04889911451782,15.733486717767295,45.22228720359275,78.70528355948724,13,2,1,1
38,0.050796171873384685,0.05055902051446634,0.0037884864108165854,0.04608536088844196,0.0009223245741261419,0.14151888987351857,7.89,4.68,-22.930543608307655,14.04889911451782,30.733486717767295,52.047060423919945,81.89882001280722,14,2,1,1
39,0.03651348957671669,0.03253284474712145,0.03599355170404755,0.0,0.0005199378726691486,0.001104422762888092,7.89,4.18,-22.930543608307655,15.04889911451782,45.73348671776729,61.650483253957226,86.86207334263219,15,2,1,1
40,0.0,0.0,0.0,0.0,0.0,0.0,7.88,3.68,-22.930543608307655,16.048899114517816,60.73348671776724,72.93748308236412,93.25710911940473,16,2,1,1
41,0.0,0.0,0.0,0.0,0.0,0.0,7.88,3.18,-22.930543608307655,17.048899114517816,75.73348671776725,85.23457531457483,100.72791434026652,17,2,1,1
42,0.0,0.0,0.0,0.0,0.0,0.0,7.77,2.91,-22.930543608307655,18.048899114517816,90.73348671776725,98.1538861020268,108.93120590629829,18,2,1,1
